User ID,Subscription Type,Monthly Revenue,Join Date,Join Month,Last Logging Date,Last Logging Month,Active / Inactive,Country,Age,Age Group,Gender
651,Premium,13,8/15/2022,Aug,6/29/2023,Jun,Inactive,Spain,31,30-35,Male
652,Basic,14,8/15/2022,Aug,6/29/2023,Jun,Inactive,Spain,39,35-40,Female
653,Standard,11,7/29/2022,Jul,6/29/2023,Jun,Inactive,United States,28,25-30,Female
654,Standard,12,7/17/2022,Jul,6/28/2023,Jun,Inactive,Canada,30,25-30,Female
655,Basic,11,7/26/2022,Jul,6/29/2023,Jun,Inactive,United States,42,40-45,Male
656,Premium,14,7/31/2022,Jul,6/29/2023,Jun,Inactive,United States,33,30-35,Female
657,Basic,14,3/8/2022,Mar,6/29/2023,Jun,Inactive,Canada,34,30-35,Female
658,Standard,13,4/8/2022,Apr,6/29/2023,Jun,Inactive,United Kingdom,49,45-50,Female
659,Premium,13,3/8/2022,Mar,6/29/2023,Jun,Inactive,Australia,41,40-45,Male
660,Basic,12,6/27/2022,Jun,6/29/2023,Jun,Inactive,Germany,28,25-30,Male
661,Premium,14,6/27/2022,Jun,6/28/2023,Jun,Inactive,France,49,45-50,Female
662,Basic,15,6/15/2022,Jun,6/29/2023,Jun,Inactive,Brazil,49,45-50,Male
663,Standard,11,6/13/2022,Jun,6/29/2023,Jun,Inactive,Mexico,36,35-40,Male
664,Standard,11,12/6/2022,Dec,6/30/2023,Jun,Inactive,Spain,31,30-35,Male
665,Basic,10,6/18/2022,Jun,6/28/2023,Jun,Inactive,Italy,38,35-40,Male
666,Premium,15,6/26/2022,Jun,6/29/2023,Jun,Inactive,Spain,34,30-35,Female
667,Basic,11,6/30/2022,Jun,6/30/2023,Jun,Inactive,Spain,51,50-55,Female
668,Standard,13,3/7/2022,Mar,6/30/2023,Jun,Inactive,United States,49,45-50,Male
669,Premium,13,6/19/2022,Jun,6/28/2023,Jun,Inactive,Canada,27,25-30,Female
670,Basic,10,8/6/2022,Aug,6/29/2023,Jun,Inactive,United States,38,35-40,Male
671,Basic,10,8/6/2022,Aug,6/30/2023,Jun,Inactive,United States,51,50-55,Male
672,Basic,14,9/6/2022,Sep,6/30/2023,Jun,Inactive,Canada,47,45-50,Female
673,Standard,15,9/6/2022,Sep,6/27/2023,Jun,Inactive,United Kingdom,37,35-40,Male
674,Premium,13,10/6/2022,Oct,6/28/2023,Jun,Inactive,Australia,37,35-40,Female
675,Basic,11,11/6/2022,Nov,6/29/2023,Jun,Inactive,Germany,39,35-40,Female
676,Basic,11,6/13/2022,Jun,6/29/2023,Jun,Inactive,France,31,30-35,Male
677,Premium,13,6/17/2022,Jun,6/28/2023,Jun,Inactive,Brazil,36,35-40,Male
678,Standard,15,6/27/2022,Jun,6/28/2023,Jun,Inactive,Mexico,42,40-45,Female
679,Standard,11,5/7/2022,May,6/29/2023,Jun,Inactive,Spain,49,45-50,Male
680,Basic,15,7/7/2022,Jul,6/29/2023,Jun,Inactive,Italy,44,40-45,Female
681,Premium,11,7/16/2022,Jul,6/28/2023,Jun,Inactive,Spain,33,30-35,Male
682,Standard,11,7/23/2022,Jul,6/27/2023,Jun,Inactive,Spain,42,40-45,Male
683,Basic,13,3/8/2022,Mar,6/29/2023,Jun,Inactive,United States,39,35-40,Male
684,Standard,10,11/8/2022,Nov,6/29/2023,Jun,Inactive,Canada,49,45-50,Male
685,Premium,12,8/15/2022,Aug,6/30/2023,Jun,Inactive,United States,31,30-35,Male
686,Basic,14,8/18/2022,Aug,6/28/2023,Jun,Inactive,United States,37,35-40,Male
687,Premium,13,8/26/2022,Aug,6/29/2023,Jun,Inactive,Canada,30,25-30,Female
688,Standard,10,3/9/2022,Mar,6/28/2023,Jun,Inactive,United Kingdom,42,40-45,Male
689,Basic,15,4/9/2022,Apr,6/29/2023,Jun,Inactive,Australia,37,35-40,Female
690,Standard,15,5/9/2022,May,6/30/2023,Jun,Inactive,Germany,36,35-40,Male
691,Premium,11,1/9/2022,Jan,6/29/2023,Jun,Inactive,France,28,25-30,Female
692,Basic,15,8/31/2022,Aug,6/30/2023,Jun,Inactive,Brazil,36,35-40,Male
693,Standard,14,1/9/2022,Jan,6/29/2023,Jun,Inactive,Mexico,31,30-35,Female
694,Premium,14,9/17/2022,Sep,1/7/2023,Jan,Inactive,Spain,46,45-50,Male
695,Basic,13,9/21/2022,Sep,6/28/2023,Jun,Inactive,Italy,28,25-30,Male
696,Premium,15,9/29/2022,Sep,1/7/2023,Jan,Inactive,Spain,31,30-35,Male
697,Basic,12,6/10/2022,Jun,6/29/2023,Jun,Inactive,Spain,43,40-45,Male
698,Standard,10,12/10/2022,Dec,2/7/2023,Feb,Inactive,United States,28,25-30,Male
699,Standard,13,7/10/2022,Jul,6/30/2023,Jun,Inactive,Canada,32,30-35,Female
700,Basic,12,4/10/2022,Apr,6/30/2023,Jun,Inactive,United States,31,30-35,Female
701,Premium,11,9/24/2022,Sep,6/28/2023,Jun,Inactive,United States,45,40-45,Male
702,Basic,14,9/25/2022,Sep,1/7/2023,Jan,Inactive,Canada,36,35-40,Male
703,Standard,14,9/27/2022,Sep,6/30/2023,Jun,Inactive,United Kingdom,35,30-35,Male
704,Premium,13,9/30/2022,Sep,1/7/2023,Jan,Inactive,Australia,27,25-30,Female
705,Basic,13,4/10/2022,Apr,6/28/2023,Jun,Inactive,Germany,32,30-35,Male
706,Premium,12,10/24/2022,Oct,1/7/2023,Jan,Inactive,France,46,45-50,Female
707,Basic,12,10/28/2022,Oct,6/30/2023,Jun,Inactive,Brazil,36,35-40,Male
708,Standard,13,2/11/2022,Feb,1/7/2023,Jan,Inactive,Mexico,39,35-40,Male
709,Standard,12,7/11/2022,Jul,6/28/2023,Jun,Inactive,Spain,48,45-50,Female
710,Basic,10,10/11/2022,Oct,6/30/2023,Jun,Inactive,Italy,48,45-50,Female
711,Premium,14,11/15/2022,Nov,6/29/2023,Jun,Inactive,Spain,27,25-30,Female
712,Basic,13,8/11/2022,Aug,1/7/2023,Jan,Inactive,Spain,45,40-45,Male
713,Standard,10,1/11/2022,Jan,6/27/2023,Jun,Inactive,United States,30,25-30,Male
714,Premium,15,10/30/2022,Oct,6/29/2023,Jun,Inactive,Canada,29,25-30,Male
715,Basic,12,10/28/2022,Oct,6/29/2023,Jun,Inactive,United States,43,40-45,Female
716,Premium,10,10/26/2022,Oct,6/30/2023,Jun,Inactive,United States,43,40-45,Male
717,Basic,15,10/18/2022,Oct,6/29/2023,Jun,Inactive,Canada,39,35-40,Female
718,Standard,14,9/30/2022,Sep,6/30/2023,Jun,Inactive,United Kingdom,27,25-30,Male
719,Standard,10,3/9/2022,Mar,6/29/2023,Jun,Inactive,Australia,33,30-35,Female
720,Basic,10,8/23/2022,Aug,6/29/2023,Jun,Inactive,Germany,32,30-35,Female
721,Premium,10,8/16/2022,Aug,6/29/2023,Jun,Inactive,France,37,35-40,Female
722,Basic,13,11/8/2022,Nov,6/30/2023,Jun,Inactive,Brazil,45,40-45,Male
723,Standard,10,1/8/2022,Jan,6/30/2023,Jun,Inactive,Mexico,40,35-40,Female
724,Premium,14,1/8/2022,Jan,6/29/2023,Jun,Inactive,Spain,44,40-45,Male
725,Basic,12,1/8/2022,Jan,6/29/2023,Jun,Inactive,Italy,29,25-30,Female
726,Premium,14,2/8/2022,Feb,6/30/2023,Jun,Inactive,Spain,50,45-50,Male
727,Basic,11,4/8/2022,Apr,6/29/2023,Jun,Inactive,Spain,32,30-35,Female
728,Standard,14,4/8/2022,Apr,6/29/2023,Jun,Inactive,United States,39,35-40,Male
729,Standard,15,7/7/2022,Jul,6/30/2023,Jun,Inactive,Canada,43,40-45,Female
730,Basic,12,6/27/2022,Jun,6/30/2023,Jun,Inactive,United States,49,45-50,Female
731,Premium,13,6/19/2022,Jun,6/29/2023,Jun,Inactive,United States,30,25-30,Male
732,Basic,12,6/19/2022,Jun,6/29/2023,Jun,Inactive,Canada,47,45-50,Male
733,Standard,10,6/18/2022,Jun,6/29/2023,Jun,Inactive,United Kingdom,51,50-55,Female
734,Premium,14,6/19/2022,Jun,6/30/2023,Jun,Inactive,Australia,40,35-40,Male
735,Basic,14,6/24/2022,Jun,6/28/2023,Jun,Inactive,Germany,40,35-40,Male
736,Premium,11,6/30/2022,Jun,6/30/2023,Jun,Inactive,France,49,45-50,Male
737,Basic,15,2/7/2022,Feb,6/30/2023,Jun,Inactive,Brazil,43,40-45,Female
738,Standard,14,6/26/2022,Jun,1/7/2023,Jan,Inactive,Mexico,44,40-45,Female
739,Standard,13,6/21/2022,Jun,6/28/2023,Jun,Inactive,Spain,27,25-30,Male
740,Basic,14,6/16/2022,Jun,6/29/2023,Jun,Inactive,Italy,30,25-30,Male
741,Premium,14,9/6/2022,Sep,6/30/2023,Jun,Inactive,Spain,47,45-50,Male
742,Basic,13,10/6/2022,Oct,6/30/2023,Jun,Inactive,Spain,51,50-55,Male
743,Standard,15,10/6/2022,Oct,6/28/2023,Jun,Inactive,United States,31,30-35,Female
744,Premium,13,11/6/2022,Nov,6/29/2023,Jun,Inactive,Canada,34,30-35,Female
745,Basic,11,12/6/2022,Dec,6/30/2023,Jun,Inactive,United States,28,25-30,Female
746,Basic,15,6/15/2022,Jun,6/30/2023,Jun,Inactive,United States,32,30-35,Male
747,Basic,11,6/25/2022,Jun,6/29/2023,Jun,Inactive,Canada,41,40-45,Male
748,Standard,13,6/30/2022,Jun,6/28/2023,Jun,Inactive,United Kingdom,40,35-40,Male
749,Premium,12,6/7/2022,Jun,6/30/2023,Jun,Inactive,Australia,46,45-50,Male
750,Basic,13,9/7/2022,Sep,6/29/2023,Jun,Inactive,Germany,47,45-50,Male
751,Basic,14,7/18/2022,Jul,6/29/2023,Jun,Inactive,France,45,40-45,Female
752,Premium,10,7/24/2022,Jul,6/28/2023,Jun,Inactive,Brazil,28,25-30,Female
753,Standard,12,7/27/2022,Jul,6/30/2023,Jun,Inactive,Mexico,43,40-45,Female
754,Standard,11,10/8/2022,Oct,6/29/2023,Jun,Inactive,Spain,41,40-45,Male
755,Basic,13,8/16/2022,Aug,6/30/2023,Jun,Inactive,Italy,32,30-35,Male
756,Premium,14,8/23/2022,Aug,6/29/2023,Jun,Inactive,Spain,44,40-45,Female
757,Standard,11,3/9/2022,Mar,6/30/2023,Jun,Inactive,Spain,32,30-35,Male
758,Basic,12,4/9/2022,Apr,6/29/2023,Jun,Inactive,United States,47,45-50,Male
759,Standard,14,5/9/2022,May,6/29/2023,Jun,Inactive,Canada,37,35-40,Male
760,Premium,13,4/9/2022,Apr,1/7/2023,Jan,Inactive,United States,40,35-40,Female
761,Basic,11,8/31/2022,Aug,6/29/2023,Jun,Inactive,United States,48,45-50,Female
762,Premium,10,1/9/2022,Jan,2/7/2023,Feb,Inactive,Canada,48,45-50,Male
763,Standard,10,9/15/2022,Sep,6/29/2023,Jun,Inactive,United Kingdom,35,30-35,Male
764,Basic,15,9/18/2022,Sep,3/7/2023,Mar,Inactive,Australia,28,25-30,Male
765,Standard,11,9/28/2022,Sep,6/29/2023,Jun,Inactive,Germany,35,30-35,Female
766,Premium,13,9/30/2022,Sep,1/7/2023,Jan,Inactive,France,43,40-45,Male
767,Basic,15,7/10/2022,Jul,6/29/2023,Jun,Inactive,Brazil,39,35-40,Male
768,Standard,10,8/10/2022,Aug,2/7/2023,Feb,Inactive,Mexico,38,35-40,Female
769,Premium,14,8/10/2022,Aug,6/30/2023,Jun,Inactive,Spain,36,35-40,Female
770,Basic,11,3/10/2022,Mar,1/7/2023,Jan,Inactive,Italy,42,40-45,Female
771,Premium,14,4/10/2022,Apr,6/28/2023,Jun,Inactive,Spain,27,25-30,Male
772,Basic,12,2/10/2022,Feb,1/7/2023,Jan,Inactive,Spain,48,45-50,Male
773,Standard,13,1/10/2022,Jan,6/30/2023,Jun,Inactive,United States,27,25-30,Female
774,Standard,15,3/10/2022,Mar,2/7/2023,Feb,Inactive,Canada,49,45-50,Male
775,Basic,11,10/20/2022,Oct,6/28/2023,Jun,Inactive,United States,29,25-30,Male
776,Premium,11,10/21/2022,Oct,1/7/2023,Jan,Inactive,United States,44,40-45,Male
777,Basic,11,10/28/2022,Oct,6/30/2023,Jun,Inactive,Canada,31,30-35,Male
778,Standard,13,3/11/2022,Mar,1/7/2023,Jan,Inactive,United Kingdom,33,30-35,Male
779,Premium,10,7/11/2022,Jul,6/28/2023,Jun,Inactive,Australia,36,35-40,Female
780,Basic,15,12/11/2022,Dec,6/30/2023,Jun,Inactive,Germany,43,40-45,Female
781,Premium,14,11/13/2022,Nov,6/29/2023,Jun,Inactive,France,30,25-30,Female
782,Basic,13,2/11/2022,Feb,1/7/2023,Jan,Inactive,Brazil,44,40-45,Female
783,Standard,13,1/11/2022,Jan,6/29/2023,Jun,Inactive,Mexico,37,35-40,Female
784,Standard,14,10/31/2022,Oct,6/30/2023,Jun,Inactive,Spain,27,25-30,Male
785,Basic,12,10/28/2022,Oct,6/29/2023,Jun,Inactive,Italy,35,30-35,Female
786,Premium,13,10/24/2022,Oct,6/30/2023,Jun,Inactive,Spain,32,30-35,Male
787,Basic,12,3/10/2022,Mar,6/29/2023,Jun,Inactive,Spain,49,45-50,Female
788,Standard,12,9/13/2022,Sep,6/30/2023,Jun,Inactive,United States,45,40-45,Female
789,Premium,11,2/9/2022,Feb,6/30/2023,Jun,Inactive,Canada,33,30-35,Female
790,Basic,14,8/30/2022,Aug,6/30/2023,Jun,Inactive,United States,37,35-40,Female
791,Premium,15,8/25/2022,Aug,6/30/2023,Jun,Inactive,United States,29,25-30,Male
792,Basic,12,11/8/2022,Nov,6/30/2023,Jun,Inactive,Canada,45,40-45,Male
793,Standard,11,5/8/2022,May,6/30/2023,Jun,Inactive,United Kingdom,42,40-45,Female
794,Standard,12,2/8/2022,Feb,6/30/2023,Jun,Inactive,Australia,32,30-35,Female
795,Basic,11,3/8/2022,Mar,1/7/2023,Jan,Inactive,Germany,47,45-50,Male
796,Premium,12,4/8/2022,Apr,1/7/2023,Jan,Inactive,France,27,25-30,Male
797,Basic,10,5/8/2022,May,6/30/2023,Jun,Inactive,Brazil,35,30-35,Male
798,Standard,15,12/7/2022,Dec,6/30/2023,Jun,Inactive,Mexico,35,30-35,Male
799,Premium,10,2/7/2022,Feb,6/30/2023,Jun,Inactive,Spain,48,45-50,Male
800,Basic,12,6/26/2022,Jun,6/30/2023,Jun,Inactive,Italy,36,35-40,Male
801,Premium,10,6/22/2022,Jun,6/29/2023,Jun,Inactive,Spain,46,45-50,Male
802,Basic,13,6/22/2022,Jun,6/30/2023,Jun,Inactive,Spain,33,30-35,Female
803,Standard,14,6/19/2022,Jun,1/7/2023,Jan,Inactive,United States,43,40-45,Male
804,Standard,14,6/22/2022,Jun,2/7/2023,Feb,Inactive,Canada,47,45-50,Female
805,Basic,15,6/27/2022,Jun,6/28/2023,Jun,Inactive,United States,39,35-40,Female
806,Premium,15,1/7/2022,Jan,6/30/2023,Jun,Inactive,United States,30,25-30,Female
807,Basic,11,6/28/2022,Jun,6/30/2023,Jun,Inactive,Canada,46,45-50,Male
808,Standard,13,6/25/2022,Jun,1/7/2023,Jan,Inactive,United Kingdom,39,35-40,Male
809,Premium,10,6/22/2022,Jun,6/28/2023,Jun,Inactive,Australia,28,25-30,Male
810,Basic,13,9/6/2022,Sep,6/29/2023,Jun,Inactive,Germany,38,35-40,Male
811,Premium,13,10/6/2022,Oct,6/30/2023,Jun,Inactive,France,36,35-40,Male
812,Basic,15,11/6/2022,Nov,1/7/2023,Jan,Inactive,Brazil,33,30-35,Male
813,Standard,10,11/6/2022,Nov,6/28/2023,Jun,Inactive,Mexico,50,45-50,Male
814,Standard,10,12/6/2022,Dec,6/29/2023,Jun,Inactive,Spain,38,35-40,Male
815,Basic,15,6/13/2022,Jun,6/30/2023,Jun,Inactive,Italy,29,25-30,Male
816,Premium,15,6/18/2022,Jun,6/30/2023,Jun,Inactive,Spain,47,45-50,Female
817,Basic,15,6/29/2022,Jun,6/30/2023,Jun,Inactive,Spain,31,30-35,Female
818,Standard,13,6/30/2022,Jun,6/28/2023,Jun,Inactive,United States,40,35-40,Male
819,Premium,14,1/7/2022,Jan,1/7/2023,Jan,Inactive,Canada,50,45-50,Male
820,Basic,11,7/7/2022,Jul,6/30/2023,Jun,Inactive,United States,43,40-45,Female
821,Basic,12,7/13/2022,Jul,6/29/2023,Jun,Inactive,United States,35,30-35,Female
822,Basic,11,7/24/2022,Jul,6/29/2023,Jun,Inactive,Canada,36,35-40,Male
823,Standard,15,7/29/2022,Jul,6/30/2023,Jun,Inactive,United Kingdom,30,25-30,Male
824,Premium,13,7/31/2022,Jul,6/30/2023,Jun,Inactive,Australia,47,45-50,Female
825,Basic,12,9/8/2022,Sep,6/30/2023,Jun,Inactive,Germany,30,25-30,Female
826,Basic,11,8/18/2022,Aug,1/7/2023,Jan,Inactive,France,37,35-40,Male
827,Premium,15,8/20/2022,Aug,6/30/2023,Jun,Inactive,Brazil,34,30-35,Male
828,Standard,15,8/30/2022,Aug,6/30/2023,Jun,Inactive,Mexico,33,30-35,Female
829,Standard,10,1/9/2022,Jan,6/29/2023,Jun,Inactive,Spain,31,30-35,Male
830,Basic,13,2/9/2022,Feb,3/7/2023,Mar,Inactive,Italy,30,25-30,Female
831,Premium,10,2/9/2022,Feb,6/29/2023,Jun,Inactive,Spain,35,30-35,Male
832,Standard,14,9/15/2022,Sep,2/7/2023,Feb,Inactive,Spain,40,35-40,Female
833,Basic,13,9/17/2022,Sep,6/29/2023,Jun,Inactive,United States,29,25-30,Male
834,Standard,14,9/26/2022,Sep,3/7/2023,Mar,Inactive,Canada,34,30-35,Female
835,Premium,12,9/27/2022,Sep,6/29/2023,Jun,Inactive,United States,31,30-35,Male
836,Basic,15,4/10/2022,Apr,1/7/2023,Jan,Inactive,United States,28,25-30,Male
837,Premium,12,6/10/2022,Jun,6/29/2023,Jun,Inactive,Canada,46,45-50,Female
838,Standard,11,7/10/2022,Jul,2/7/2023,Feb,Inactive,United Kingdom,38,35-40,Male
839,Basic,13,6/10/2022,Jun,6/30/2023,Jun,Inactive,Australia,35,30-35,Female
840,Standard,15,7/10/2022,Jul,3/7/2023,Mar,Inactive,Germany,49,45-50,Male
841,Premium,13,6/10/2022,Jun,6/29/2023,Jun,Inactive,France,42,40-45,Male
842,Basic,14,6/10/2022,Jun,2/7/2023,Feb,Inactive,Brazil,37,35-40,Female
843,Standard,13,4/10/2022,Apr,1/7/2023,Jan,Inactive,Mexico,39,35-40,Female
844,Premium,10,10/14/2022,Oct,2/7/2023,Feb,Inactive,Spain,47,45-50,Female
845,Basic,12,10/19/2022,Oct,6/29/2023,Jun,Inactive,Italy,49,45-50,Male
846,Premium,12,10/21/2022,Oct,1/7/2023,Jan,Inactive,Spain,35,30-35,Male
847,Basic,11,10/28/2022,Oct,6/30/2023,Jun,Inactive,Spain,36,35-40,Female
848,Standard,11,1/11/2022,Jan,2/7/2023,Feb,Inactive,United States,40,35-40,Male
849,Standard,10,12/11/2022,Dec,6/29/2023,Jun,Inactive,Canada,30,25-30,Female
850,Basic,13,11/13/2022,Nov,6/30/2023,Jun,Inactive,United States,51,50-55,Female
851,Premium,15,9/11/2022,Sep,6/30/2023,Jun,Inactive,United States,47,45-50,Male
852,Basic,12,8/11/2022,Aug,1/7/2023,Jan,Inactive,Canada,47,45-50,Female
853,Standard,14,6/11/2022,Jun,6/30/2023,Jun,Inactive,United Kingdom,39,35-40,Male
854,Premium,10,7/11/2022,Jul,6/30/2023,Jun,Inactive,Australia,49,45-50,Male
855,Basic,12,2/11/2022,Feb,1/7/2023,Jan,Inactive,Germany,33,30-35,Male
856,Premium,10,6/10/2022,Jun,6/30/2023,Jun,Inactive,France,32,30-35,Female
857,Basic,15,9/16/2022,Sep,6/30/2023,Jun,Inactive,Brazil,40,35-40,Male
858,Standard,14,10/9/2022,Oct,6/30/2023,Jun,Inactive,Mexico,40,35-40,Female
859,Standard,12,4/9/2022,Apr,6/30/2023,Jun,Inactive,Spain,51,50-55,Female
860,Basic,13,8/26/2022,Aug,1/7/2023,Jan,Inactive,Italy,50,45-50,Male
861,Premium,14,8/14/2022,Aug,1/7/2023,Jan,Inactive,Spain,50,45-50,Female
862,Basic,14,12/8/2022,Dec,1/7/2023,Jan,Inactive,Spain,47,45-50,Male
863,Standard,12,10/8/2022,Oct,6/30/2023,Jun,Inactive,United States,35,30-35,Male
864,Premium,11,10/8/2022,Oct,1/7/2023,Jan,Inactive,Canada,31,30-35,Male
865,Basic,15,4/8/2022,Apr,1/7/2023,Jan,Inactive,United States,36,35-40,Male
866,Premium,10,5/8/2022,May,1/7/2023,Jan,Inactive,United States,41,40-45,Female
867,Basic,13,7/17/2022,Jul,6/30/2023,Jun,Inactive,Canada,49,45-50,Female
868,Standard,12,7/16/2022,Jul,1/7/2023,Jan,Inactive,United Kingdom,34,30-35,Female
869,Standard,15,7/13/2022,Jul,1/7/2023,Jan,Inactive,Australia,30,25-30,Female
870,Basic,13,3/7/2022,Mar,2/7/2023,Feb,Inactive,Germany,38,35-40,Male
871,Premium,11,6/24/2022,Jun,6/29/2023,Jun,Inactive,France,45,40-45,Male
872,Basic,14,6/21/2022,Jun,1/7/2023,Jan,Inactive,Brazil,42,40-45,Female
873,Standard,10,6/22/2022,Jun,1/7/2023,Jan,Inactive,Mexico,42,40-45,Female
874,Premium,10,6/23/2022,Jun,2/7/2023,Feb,Inactive,Spain,31,30-35,Male
875,Basic,14,6/26/2022,Jun,6/29/2023,Jun,Inactive,Italy,28,25-30,Male
876,Premium,11,6/27/2022,Jun,6/30/2023,Jun,Inactive,Spain,44,40-45,Male
877,Basic,13,6/28/2022,Jun,1/7/2023,Jan,Inactive,Spain,30,25-30,Male
878,Standard,13,6/28/2022,Jun,2/7/2023,Feb,Inactive,United States,33,30-35,Male
879,Standard,12,6/18/2022,Jun,6/29/2023,Jun,Inactive,Canada,42,40-45,Female
880,Basic,11,11/6/2022,Nov,6/30/2023,Jun,Inactive,United States,31,30-35,Male
881,Premium,11,11/6/2022,Nov,1/7/2023,Jan,Inactive,United States,31,30-35,Female
882,Basic,13,12/6/2022,Dec,1/7/2023,Jan,Inactive,Canada,46,45-50,Female
883,Standard,15,6/13/2022,Jun,6/29/2023,Jun,Inactive,United Kingdom,28,25-30,Female
884,Premium,11,6/13/2022,Jun,6/29/2023,Jun,Inactive,Australia,50,45-50,Male
885,Basic,11,6/18/2022,Jun,2/7/2023,Feb,Inactive,Germany,34,30-35,Male
886,Premium,15,6/23/2022,Jun,6/30/2023,Jun,Inactive,France,45,40-45,Female
887,Basic,12,6/26/2022,Jun,6/30/2023,Jun,Inactive,Brazil,38,35-40,Female
888,Standard,13,6/29/2022,Jun,6/29/2023,Jun,Inactive,Mexico,42,40-45,Female
889,Standard,10,2/7/2022,Feb,1/7/2023,Jan,Inactive,Spain,45,40-45,Female
890,Basic,10,6/7/2022,Jun,6/30/2023,Jun,Inactive,Italy,44,40-45,Male
891,Premium,14,7/18/2022,Jul,6/30/2023,Jun,Inactive,Spain,50,45-50,Female
892,Basic,15,7/29/2022,Jul,6/30/2023,Jun,Inactive,Spain,38,35-40,Male
893,Standard,13,7/30/2022,Jul,1/7/2023,Jan,Inactive,United States,42,40-45,Female
894,Premium,13,3/8/2022,Mar,1/7/2023,Jan,Inactive,Canada,50,45-50,Male
895,Basic,10,8/15/2022,Aug,6/30/2023,Jun,Inactive,United States,30,25-30,Male
896,Basic,10,8/20/2022,Aug,1/7/2023,Jan,Inactive,United States,47,45-50,Female
897,Basic,14,8/21/2022,Aug,6/30/2023,Jun,Inactive,Canada,32,30-35,Female
898,Standard,11,8/30/2022,Aug,2/7/2023,Feb,Inactive,United Kingdom,31,30-35,Female
899,Premium,15,1/9/2022,Jan,6/29/2023,Jun,Inactive,Australia,37,35-40,Male
900,Basic,14,2/9/2022,Feb,3/7/2023,Mar,Inactive,Germany,32,30-35,Female
901,Basic,12,4/9/2022,Apr,6/30/2023,Jun,Inactive,France,29,25-30,Male
902,Premium,12,10/9/2022,Oct,2/7/2023,Feb,Inactive,Brazil,28,25-30,Male
903,Standard,11,9/25/2022,Sep,6/29/2023,Jun,Inactive,Mexico,42,40-45,Male
904,Standard,12,9/27/2022,Sep,3/7/2023,Mar,Inactive,Spain,37,35-40,Male
905,Basic,13,1/10/2022,Jan,6/30/2023,Jun,Inactive,Italy,38,35-40,Female
906,Premium,13,6/10/2022,Jun,2/7/2023,Feb,Inactive,Spain,32,30-35,Male
907,Standard,15,7/10/2022,Jul,6/30/2023,Jun,Inactive,Spain,48,45-50,Male
908,Basic,13,8/10/2022,Aug,3/7/2023,Mar,Inactive,United States,46,45-50,Female
909,Standard,14,8/10/2022,Aug,1/7/2023,Jan,Inactive,Canada,30,25-30,Male
910,Premium,10,8/10/2022,Aug,3/7/2023,Mar,Inactive,United States,40,35-40,Female
911,Basic,13,8/10/2022,Aug,6/29/2023,Jun,Inactive,United States,29,25-30,Male
912,Premium,15,8/10/2022,Aug,2/7/2023,Feb,Inactive,Canada,41,40-45,Male
913,Standard,15,10/10/2022,Oct,1/7/2023,Jan,Inactive,United Kingdom,32,30-35,Male
914,Basic,12,10/19/2022,Oct,2/7/2023,Feb,Inactive,Australia,44,40-45,Female
915,Standard,15,10/20/2022,Oct,6/29/2023,Jun,Inactive,Germany,41,40-45,Male
916,Premium,12,10/26/2022,Oct,1/7/2023,Jan,Inactive,France,50,45-50,Female
917,Basic,14,10/29/2022,Oct,6/30/2023,Jun,Inactive,Brazil,33,30-35,Female
918,Standard,10,10/31/2022,Oct,2/7/2023,Feb,Inactive,Mexico,34,30-35,Female
919,Premium,15,11/11/2022,Nov,6/29/2023,Jun,Inactive,Spain,40,35-40,Male
920,Basic,14,9/11/2022,Sep,1/7/2023,Jan,Inactive,Italy,34,30-35,Female
921,Premium,14,9/11/2022,Sep,1/7/2023,Jan,Inactive,Spain,27,25-30,Female
922,Basic,13,7/11/2022,Jul,1/7/2023,Jan,Inactive,Spain,34,30-35,Male
923,Standard,13,8/11/2022,Aug,6/30/2023,Jun,Inactive,United States,28,25-30,Male
924,Standard,14,5/11/2022,May,1/7/2023,Jan,Inactive,Canada,37,35-40,Female
925,Basic,10,10/25/2022,Oct,1/7/2023,Jan,Inactive,United States,27,25-30,Female
926,Premium,13,10/23/2022,Oct,2/7/2023,Feb,Inactive,United States,33,30-35,Female
927,Basic,11,10/20/2022,Oct,2/7/2023,Feb,Inactive,Canada,42,40-45,Male
928,Standard,11,10/14/2022,Oct,1/7/2023,Jan,Inactive,United Kingdom,49,45-50,Male
929,Premium,13,8/29/2022,Aug,6/30/2023,Jun,Inactive,Australia,44,40-45,Male
930,Basic,10,8/18/2022,Aug,1/7/2023,Jan,Inactive,Germany,47,45-50,Male
931,Premium,13,8/13/2022,Aug,2/7/2023,Feb,Inactive,France,33,30-35,Male
932,Basic,11,11/8/2022,Nov,2/7/2023,Feb,Inactive,Brazil,37,35-40,Male
933,Standard,10,11/8/2022,Nov,1/7/2023,Jan,Inactive,Mexico,35,30-35,Male
934,Standard,11,6/8/2022,Jun,1/7/2023,Jan,Inactive,Spain,34,30-35,Female
935,Basic,10,7/8/2022,Jul,2/7/2023,Feb,Inactive,Italy,44,40-45,Male
936,Premium,15,7/18/2022,Jul,2/7/2023,Feb,Inactive,Spain,29,25-30,Male
937,Basic,10,7/17/2022,Jul,6/30/2023,Jun,Inactive,Spain,38,35-40,Male
938,Standard,14,7/15/2022,Jul,2/7/2023,Feb,Inactive,United States,46,45-50,Male
939,Premium,10,7/14/2022,Jul,2/7/2023,Feb,Inactive,Canada,29,25-30,Male
940,Basic,12,6/26/2022,Jun,3/7/2023,Mar,Inactive,United States,48,45-50,Female
